"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","minuslog10padj","diffexp"
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR","10/1608","80/9710",0.125,0.754819651741294,-0.980960817813019,0.873811397618411,0.999999999986668,0.824402308315472,"FKBP1A/MALT1/NRAS/KRAS/PSMB9/PSME1/BCL10/REL/FBXW11/PSMD10",10,5.79006319109117e-12,"Healthy"
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","13/1608","101/9710",0.128712871287129,0.77724003743658,-1.00251961755106,0.874584507407493,0.999999999986668,0.824402308315472,"B2M/HLA-E/HLA-F/CTSV/CTSL/VAMP3/PSMB9/HLA-B/ITGAV/ITGB5/PSME1/TAP1/PSMD10",13,5.79006319109117e-12,"Healthy"
"REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2","REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2","12/1608","96/9710",0.125,0.754819651741294,-1.075482550755,0.89094500644385,0.999999999986668,0.824402308315472,"AREG/BCL2L1/NQO1/PRKAA2/PDGFA/PSMB9/PRDX1/IDH1/PSME1/PSMD10/GSK3B/ABCC1",12,5.79006319109117e-12,"Healthy"
"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA","9/1608","75/9710",0.12,0.724626865671642,-1.06649910007001,0.89335117547327,0.999999999986668,0.824402308315472,"HIF1A/EPAS1/EGLN3/PSMB9/CITED2/PSME1/AJUBA/ARNT/PSMD10",9,5.79006319109117e-12,"Healthy"
"REACTOME_PTEN_REGULATION","REACTOME_PTEN_REGULATION","18/1608","138/9710",0.130434782608696,0.787637897469176,-1.11930738213747,0.894458203006502,0.999999999986668,0.824402308315472,"RRAGD/PPARG/ATF2/BMI1/MAPK1/PSMB9/AGO2/PSME1/SNAI2/TNKS/SNAI1/MKRN1/AGO3/PSMD10/RRAGA/RRAGC/AGO4/HDAC1",18,5.79006319109117e-12,"Healthy"
"REACTOME_REGULATION_OF_RAS_BY_GAPS","REACTOME_REGULATION_OF_RAS_BY_GAPS","8/1608","68/9710",0.117647058823529,0.710418495756512,-1.06751962038747,0.895398086877729,0.999999999986668,0.824402308315472,"NRAS/SPRED1/KRAS/PSMB9/PSME1/SPRED2/RASA4/PSMD10",8,5.79006319109117e-12,"Healthy"
"REACTOME_DEUBIQUITINATION","REACTOME_DEUBIQUITINATION","33/1608","239/9710",0.138075313807531,0.833775682258165,-1.15912359022655,0.896033925455461,0.999999999986668,0.824402308315472,"SMURF2/AXIN2/TGFBR2/RNF128/KDM1B/BIRC2/BIRC3/OTUD7A/HIF1A/SNX3/RHOT1/ARRB1/PSMB9/OTUB2/PSME1/USP9X/USP12/TNKS/MBD5/USP28/PSMD10/TADA3/SKP2/CYLD/SMAD2/TRIM4/SMAD7/RHOA/SMAD3/USP30/SUDS3/RNF123/TOMM20",33,5.79006319109117e-12,"Healthy"
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS","REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS","16/1608","126/9710",0.126984126984127,0.766800916054647,-1.17374258981605,0.905902398507057,0.999999999986668,0.824402308315472,"ITPR2/MALT1/AHCYL1/MUC12/NRAS/NFKB2/KRAS/PSMB9/PSME1/BCL10/FBXW11/FYN/PLCG2/PSMD10/ITPR1/MUC3A",16,5.79006319109117e-12,"Healthy"
"REACTOME_CHROMATIN_MODIFYING_ENZYMES","REACTOME_CHROMATIN_MODIFYING_ENZYMES","27/1608","202/9710",0.133663366336634,0.807133885030294,-1.23401711696804,0.911167858820495,0.999999999986668,0.824402308315472,"PADI2/PADI3/PHF20/KDM3A/KDM1B/ATF2/NFKB2/CCND1/SAP30L/KMT2A/CLOCK/SMARCD1/NCOR2/ATF7IP/KDM5B/HMG20B/JMJD6/KDM4B/TADA3/PRMT6/KDM7A/PHF21A/KDM6B/DR1/HDAC1/JAK2/SUDS3",27,5.79006319109117e-12,"Healthy"
"REACTOME_DEGRADATION_OF_AXIN","REACTOME_DEGRADATION_OF_AXIN","6/1608","55/9710",0.109090909090909,0.658751696065129,-1.13060228941027,0.91175220466293,0.999999999986668,0.824402308315472,"SMURF2/AXIN2/PSMB9/PSME1/TNKS/PSMD10",6,5.79006319109117e-12,"Healthy"
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS","REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS","8/1608","70/9710",0.114285714285714,0.690120824449183,-1.1591430836409,0.91227244711385,0.999999999986668,0.824402308315472,"RUNX1/TCF12/LMO2/PSMB9/PSME1/KMT2A/YAP1/PSMD10",8,5.79006319109117e-12,"Healthy"
"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS","REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS","3/1608","32/9710",0.09375,0.56611473880597,-1.0951944423564,0.918404159244119,0.999999999986668,0.824402308315472,"ISG15/POLD4/POLK",3,5.79006319109117e-12,"Healthy"
"REACTOME_HEDGEHOG_OFF_STATE","REACTOME_HEDGEHOG_OFF_STATE","13/1608","107/9710",0.121495327102804,0.733656483935463,-1.23414078956311,0.918541337746058,0.999999999986668,0.824402308315472,"DYNC2H1/PTCH1/PRKAR2B/GPR161/PRKAR1A/PSMB9/ADCY6/PSME1/ADCY9/PSMD10/GLI2/TUBA1A/GSK3B",13,5.79006319109117e-12,"Healthy"
"REACTOME_MEIOSIS","REACTOME_MEIOSIS","6/1608","56/9710",0.107142857142857,0.646988272921109,-1.18022185499919,0.920139698758973,0.999999999986668,0.824402308315472,"LMNA/SUN2/SYNE1/SUN1/TERF2IP/HSPA2",6,5.79006319109117e-12,"Healthy"
"REACTOME_METABOLISM_OF_NUCLEOTIDES","REACTOME_METABOLISM_OF_NUCLEOTIDES","11/1608","93/9710",0.118279569892473,0.714237950034772,-1.23356026697286,0.920416549043929,0.999999999986668,0.824402308315472,"GDA/GLRX/NT5E/CDA/SAMHD1/ENTPD2/DPYD/AK7/RRM2B/GMPR/AK4",11,5.79006319109117e-12,"Healthy"
"REACTOME_POLYMERASE_SWITCHING","REACTOME_POLYMERASE_SWITCHING","1/1608","14/9710",0.0714285714285714,0.431325515280739,-0.948561755317967,0.920856817915334,0.999999999986668,0.824402308315472,"POLD4",1,5.79006319109117e-12,"Healthy"
"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS","REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS","7/1608","64/9710",0.109375,0.660467195273632,-1.21403792150549,0.9232711421436,0.999999999986668,0.824402308315472,"SMURF2/FZD4/PRICKLE1/FZD7/PSMB9/PSME1/PSMD10",7,5.79006319109117e-12,"Healthy"
"REACTOME_DUAL_INCISION_IN_GG_NER","REACTOME_DUAL_INCISION_IN_GG_NER","4/1608","41/9710",0.0975609756097561,0.589127533066375,-1.17447111775167,0.925878339868265,0.999999999986668,0.824402308315472,"CUL4B/POLD4/POLK/ERCC1",4,5.79006319109117e-12,"Healthy"
"REACTOME_MISMATCH_REPAIR","REACTOME_MISMATCH_REPAIR","1/1608","15/9710",0.0666666666666667,0.40257048092869,-1.03155539201524,0.933982048607593,0.999999999986668,0.824402308315472,"POLD4",1,5.79006319109117e-12,"Healthy"
"REACTOME_PROCESSING_OF_SMDT1","REACTOME_PROCESSING_OF_SMDT1","1/1608","15/9710",0.0666666666666667,0.40257048092869,-1.03155539201524,0.933982048607593,0.999999999986668,0.824402308315472,"MCU",1,5.79006319109117e-12,"Healthy"
"REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND","REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND","1/1608","15/9710",0.0666666666666667,0.40257048092869,-1.03155539201524,0.933982048607593,0.999999999986668,0.824402308315472,"POLD4",1,5.79006319109117e-12,"Healthy"
"REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES","REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES","1/1608","15/9710",0.0666666666666667,0.40257048092869,-1.03155539201524,0.933982048607593,0.999999999986668,0.824402308315472,"TRIM21",1,5.79006319109117e-12,"Healthy"
"REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER","REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER","2/1608","25/9710",0.08,0.483084577114428,-1.15285273780571,0.935716035049078,0.999999999986668,0.824402308315472,"POLD4/POLK",2,5.79006319109117e-12,"Healthy"
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT","12/1608","103/9710",0.116504854368932,0.703521228807419,-1.34757353194574,0.936246249868753,0.999999999986668,0.824402308315472,"ABCB1/ABCA5/ABCG1/PSMB9/PSME1/ERLEC1/ABCA2/PEX19/OS9/PSMD10/ABCA3/ABCC1",12,5.79006319109117e-12,"Healthy"
"REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS","REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS","3/1608","34/9710",0.0882352941176471,0.532813871817384,-1.21566978079415,0.936997196178008,0.999999999986668,0.824402308315472,"STN1/POLD4/TERF2IP",3,5.79006319109117e-12,"Healthy"
"REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21","REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21","6/1608","59/9710",0.101694915254237,0.61409056412851,-1.32452267934615,0.941253610483449,0.999999999986668,0.824402308315472,"CDKN1A/CCND1/PSMB9/PSME1/PSMD10/SKP2",6,5.79006319109117e-12,"Healthy"
"REACTOME_G0_AND_EARLY_G1","REACTOME_G0_AND_EARLY_G1","2/1608","26/9710",0.0769230769230769,0.464504401071565,-1.21800576190651,0.944597726669305,0.999999999986668,0.824402308315472,"RBL2/HDAC1",2,5.79006319109117e-12,"Healthy"
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION","REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION","1/1608","16/9710",0.0625,0.377409825870647,-1.11031165645391,0.944931699545086,0.999999999986668,0.824402308315472,"HDAC1",1,5.79006319109117e-12,"Healthy"
"REACTOME_CLEC7A_DECTIN_1_SIGNALING","REACTOME_CLEC7A_DECTIN_1_SIGNALING","11/1608","98/9710",0.112244897959184,0.677797238298304,-1.42813600602108,0.947288229530916,0.999999999986668,0.824402308315472,"ITPR2/MALT1/AHCYL1/NFKB2/PSMB9/PSME1/BCL10/FBXW11/PLCG2/PSMD10/ITPR1",11,5.79006319109117e-12,"Healthy"
"REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA","REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA","6/1608","61/9710",0.0983606557377049,0.593956447271837,-1.41719801923231,0.952408199924737,0.999999999986668,0.824402308315472,"IRF7/LRRFIP1/CTNNB1/NFKB2/POLR3GL/TRIM21",6,5.79006319109117e-12,"Healthy"
"REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY","REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY","5/1608","53/9710",0.0943396226415094,0.569675208861354,-1.39941762409053,0.952579298571727,0.999999999986668,0.824402308315472,"EIF4A2/TUT7/PABPC1/CNOT6L/XRN1",5,5.79006319109117e-12,"Healthy"
"REACTOME_SOMITOGENESIS","REACTOME_SOMITOGENESIS","5/1608","53/9710",0.0943396226415094,0.569675208861354,-1.39941762409053,0.952579298571727,0.999999999986668,0.824402308315472,"CTNNB1/PSMB9/PSME1/DLL1/PSMD10",5,5.79006319109117e-12,"Healthy"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53","48/1608","355/9710",0.135211267605634,0.816480975404667,-1.56930560617985,0.95261406364028,0.999999999986668,0.824402308315472,"NDRG1/PLK2/IGFBP3/BCL6/PRKAA2/SESN3/PHF20/RRAGD/TNFRSF10D/ATF2/SGK1/CDKN1A/GLS/PLK3/YWHAZ/PRKAG2/BAX/NUAK1/GADD45A/BNIP3L/MT-CO2/HIPK1/AGO2/RBL2/PRDX1/MT-CO3/RGCC/PERP/PIP4K2C/CCNG1/ZNF385A/RRM2B/COX6B2/TNFRSF10B/AGO3/SUPT4H1/MT-CO1/COX7C/RRAGA/TAF7/BTG2/PRKAB2/RRAGC/CNOT6L/AGO4/GPI/HDAC1/DDIT4",48,5.79006319109117e-12,"Healthy"
"REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA","REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA","1/1608","17/9710",0.0588235294117647,0.355209247878256,-1.18535464977254,0.954066197908146,0.999999999986668,0.824402308315472,"XRN1",1,5.79006319109117e-12,"Healthy"
"REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA","REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA","1/1608","17/9710",0.0588235294117647,0.355209247878256,-1.18535464977254,0.954066197908146,0.999999999986668,0.824402308315472,"YWHAZ",1,5.79006319109117e-12,"Healthy"
"REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES","REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES","1/1608","17/9710",0.0588235294117647,0.355209247878256,-1.18535464977254,0.954066197908146,0.999999999986668,0.824402308315472,"ALDH1L2",1,5.79006319109117e-12,"Healthy"
"REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA","REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA","1/1608","17/9710",0.0588235294117647,0.355209247878256,-1.18535464977254,0.954066197908146,0.999999999986668,0.824402308315472,"XRN1",1,5.79006319109117e-12,"Healthy"
"REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","3/1608","37/9710",0.0810810810810811,0.489612747075434,-1.3856522161241,0.957658776814374,0.999999999986668,0.824402308315472,"STAT3/FKBP9/ARFGEF2",3,5.79006319109117e-12,"Healthy"
"REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY","REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY","5/1608","54/9710",0.0925925925925926,0.559125667956514,-1.44726220050288,0.95767817046415,0.999999999986668,0.824402308315472,"SMURF2/PSMB9/PSME1/PSMD10/RUNX3",5,5.79006319109117e-12,"Healthy"
"REACTOME_ABC_TRANSPORTER_DISORDERS","REACTOME_ABC_TRANSPORTER_DISORDERS","8/1608","78/9710",0.102564102564103,0.619339201428754,-1.50370059671714,0.958483181132715,0.999999999986668,0.824402308315472,"LMBRD1/PSMB9/PSME1/ERLEC1/ABCA1/OS9/PSMD10/ABCA3",8,5.79006319109117e-12,"Healthy"
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION","REACTOME_G1_S_SPECIFIC_TRANSCRIPTION","2/1608","28/9710",0.0714285714285714,0.431325515280739,-1.34243841886714,0.958977168634775,0.999999999986668,0.824402308315472,"RBL2/HDAC1",2,5.79006319109117e-12,"Healthy"
"REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION","REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION","4/1608","46/9710",0.0869565217391304,0.525091931646117,-1.43828236829948,0.95936430963973,0.999999999986668,0.824402308315472,"BAZ2A/SAP30L/HDAC1/SUDS3",4,5.79006319109117e-12,"Healthy"
"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS","REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS","20/1608","167/9710",0.119760479041916,0.723180504662317,-1.60748378033898,0.961204696640148,0.999999999986668,0.824402308315472,"SLC2A1/SLC1A1/SLCO1B3/HK1/SLC17A5/HEPH/LMBRD1/PSMB9/SLC12A6/PSME1/ERLEC1/SLC40A1/ABCA1/OS9/PSMD10/SLC35A1/SLC4A4/SLC26A4/ABCA3/SLC22A18",20,5.79006319109117e-12,"Healthy"
"REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION","REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION","1/1608","18/9710",0.0555555555555556,0.335475400773908,-1.25711429626472,0.961686290115275,0.999999999986668,0.824402308315472,"POLR3GL",1,5.79006319109117e-12,"Healthy"
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS","3/1608","38/9710",0.0789473684210526,0.476728201099764,-1.43977668751667,0.96299781763119,0.999999999986668,0.824402308315472,"SMARCD1/DPF3/HDAC1",3,5.79006319109117e-12,"Healthy"
"REACTOME_MITOTIC_PROPHASE","REACTOME_MITOTIC_PROPHASE","8/1608","80/9710",0.1,0.603855721393035,-1.58496395928191,0.965915064167352,0.999999999986668,0.824402308315472,"LMNA/PRKCA/NEK6/NEK7/USO1/MAPK1/BLZF1/RAB1A",8,5.79006319109117e-12,"Healthy"
"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE","REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE","3/1608","39/9710",0.0769230769230769,0.464504401071565,-1.49274859485336,0.967698274868093,0.999999999986668,0.824402308315472,"ISG15/POLD4/POLK",3,5.79006319109117e-12,"Healthy"
"REACTOME_DNA_DAMAGE_BYPASS","REACTOME_DNA_DAMAGE_BYPASS","4/1608","48/9710",0.0833333333333333,0.503213101160862,-1.5370620133699,0.968308817467256,0.999999999986668,0.824402308315472,"ISG15/CUL4B/POLD4/POLK",4,5.79006319109117e-12,"Healthy"
"REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX","REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX","2/1608","30/9710",0.0666666666666667,0.40257048092869,-1.45996948748856,0.96973825749195,0.999999999986668,0.824402308315472,"CUL4B/POLD4",2,5.79006319109117e-12,"Healthy"
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION","REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION","2/1608","30/9710",0.0666666666666667,0.40257048092869,-1.45996948748856,0.96973825749195,0.999999999986668,0.824402308315472,"PIP4K2C/HDAC1",2,5.79006319109117e-12,"Healthy"
"REACTOME_LAGGING_STRAND_SYNTHESIS","REACTOME_LAGGING_STRAND_SYNTHESIS","1/1608","20/9710",0.05,0.301927860696517,-1.39215492426311,0.973345466195008,0.999999999986668,0.824402308315472,"POLD4",1,5.79006319109117e-12,"Healthy"
"REACTOME_PROTEIN_LOCALIZATION","REACTOME_PROTEIN_LOCALIZATION","18/1608","158/9710",0.113924050632911,0.687936897789533,-1.76180549987065,0.973843371694367,0.999999999986668,0.824402308315472,"CAT/APP/HSD17B4/PECR/PRNP/EHHADH/CYB5A/IDH1/ECI2/USP9X/PEX19/ZFAND6/CRAT/STX1A/TOMM7/SLC25A4/COX17/TOMM20",18,5.79006319109117e-12,"Healthy"
"REACTOME_GENE_SILENCING_BY_RNA","REACTOME_GENE_SILENCING_BY_RNA","7/1608","75/9710",0.0933333333333333,0.563598673300166,-1.69014898032775,0.974859793208307,0.999999999986668,0.824402308315472,"TSNAX/AGO2/TDRKH/ANG/AGO3/AGO4/TDRD6",7,5.79006319109117e-12,"Healthy"
"REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS","REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS","6/1608","67/9710",0.0895522388059701,0.540766317665404,-1.68034789020158,0.975335165931114,0.999999999986668,0.824402308315472,"PHF20/CDKN1A/PSMB9/PSME1/ZNF385A/PSMD10",6,5.79006319109117e-12,"Healthy"
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION","REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION","3/1608","41/9710",0.0731707317073171,0.441845649799782,-1.59547357468347,0.975458362157559,0.999999999986668,0.824402308315472,"SNAPC3/POLR3GL/ZNF143",3,5.79006319109117e-12,"Healthy"
"REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS","REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS","10/1608","99/9710",0.101010101010101,0.609955274134379,-1.73772829147312,0.975593763485127,0.999999999986668,0.824402308315472,"HSPA5/TNFRSF21/HSPA13/HSPB8/MAPK1/HSBP1/HSPA2/GSK3B/SERPINH1/HDAC6",10,5.79006319109117e-12,"Healthy"
"REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT","REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT","1/1608","21/9710",0.0476190476190476,0.287550343520493,-1.4559903753762,0.977768633414659,0.999999999986668,0.824402308315472,"MCU",1,5.79006319109117e-12,"Healthy"
"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR","REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR","1/1608","21/9710",0.0476190476190476,0.287550343520493,-1.4559903753762,0.977768633414659,0.999999999986668,0.824402308315472,"POLD4",1,5.79006319109117e-12,"Healthy"
"REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN","REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN","4/1608","51/9710",0.0784313725490196,0.473612330504341,-1.67903158462855,0.978342623241539,0.999999999986668,0.824402308315472,"LMNA/PRKCA/NEK6/NEK7",4,5.79006319109117e-12,"Healthy"
"REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES","REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES","3/1608","43/9710",0.0697674418604651,0.421294689343978,-1.69425973464883,0.981424494547824,0.999999999986668,0.824402308315472,"NFKB2/KMT2A/ATF7IP",3,5.79006319109117e-12,"Healthy"
"REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE","REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE","1/1608","22/9710",0.0454545454545455,0.27447987336047,-1.51767190074158,0.981458182126521,0.999999999986668,0.824402308315472,"TERF2IP",1,5.79006319109117e-12,"Healthy"
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING","REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING","5/1608","61/9710",0.0819672131147541,0.494963706059865,-1.76270853361279,0.981465525501158,0.999999999986668,0.824402308315472,"NFKB2/PSMB9/PSME1/FBXW11/PSMD10",5,5.79006319109117e-12,"Healthy"
"REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS","REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS","5/1608","61/9710",0.0819672131147541,0.494963706059865,-1.76270853361279,0.981465525501158,0.999999999986668,0.824402308315472,"PSMB9/PSME1/ERLEC1/OS9/PSMD10",5,5.79006319109117e-12,"Healthy"
"REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION","REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION","8/1608","86/9710",0.0930232558139535,0.561726252458637,-1.81865796555505,0.981548028437357,0.999999999986668,0.824402308315472,"OPTN/CEP70/PRKAR2B/PPP1R12B/AJUBA/FBXW11/DYNC1I2/TUBA1A",8,5.79006319109117e-12,"Healthy"
"REACTOME_INTERLEUKIN_1_SIGNALING","REACTOME_INTERLEUKIN_1_SIGNALING","11/1608","111/9710",0.0990990990990991,0.598415579758863,-1.89565588113815,0.983678546416888,0.999999999986668,0.824402308315472,"IL1R1/IL1RAP/APP/NFKB2/PSMB9/PSME1/IRAK2/FBXW11/PSMD10/MAP2K1/MAP3K8",11,5.79006319109117e-12,"Healthy"
"REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT","REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT","1/1608","23/9710",0.0434782608695652,0.262545965823059,-1.57738743557408,0.984535725803292,0.999999999986668,0.824402308315472,"SUPT4H1",1,5.79006319109117e-12,"Healthy"
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION","REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION","1/1608","23/9710",0.0434782608695652,0.262545965823059,-1.57738743557408,0.984535725803292,0.999999999986668,0.824402308315472,"POLR3GL",1,5.79006319109117e-12,"Healthy"
"REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING","REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING","4/1608","54/9710",0.0740740740740741,0.447300534365211,-1.8143515889069,0.985325372819298,0.999999999986668,0.824402308315472,"YWHAZ/PSMB9/PSME1/PSMD10",4,5.79006319109117e-12,"Healthy"
"REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE","REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE","7/1608","80/9710",0.0875,0.528373756218905,-1.88696553001636,0.985432724989426,0.999999999986668,0.824402308315472,"HSPA5/TNFRSF21/HSPA13/MAPK1/HSPA2/GSK3B/SERPINH1",7,5.79006319109117e-12,"Healthy"
"REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY","REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY","2/1608","35/9710",0.0571428571428571,0.345060412224591,-1.729194839475,0.986051453393927,0.999999999986668,0.824402308315472,"NEK6/NEK7",2,5.79006319109117e-12,"Healthy"
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY","REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY","1/1608","24/9710",0.0416666666666667,0.251606550580431,-1.63530031104887,0.987102728271373,0.999999999986668,0.824402308315472,"POLD4",1,5.79006319109117e-12,"Healthy"
"REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA","REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA","4/1608","55/9710",0.0727272727272727,0.439167797376753,-1.85811376920972,0.98713357719381,0.999999999986668,0.824402308315472,"PSMB9/PSME1/PSMD10/PABPC1",4,5.79006319109117e-12,"Healthy"
